text,solution
"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",6
@benballer  no way! damn that sucks B!  are you ok?,6
sucks not being able to take days off of work or have the money to take the trip  so sad,6
"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to",6
@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope,6
@lostluna But I got dibs on Sulu...,0
"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet.",6
@itsgabbith at once haha.  poor aby still gets sore!,6
diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.,6
I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;,6
@Pokinatcha  in all honesty...pain   blech.,6
Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...,6
At home alone with not much to do,6
@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.,0
@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol,6
So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin,6
"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards.",6
I cant give @jertronic any bday nudges.,6
...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him',0
Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.,6
says I miss plurking.  http://plurk.com/p/wxion,4
"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",5
I miss Voobys!,6
@Dancing_Monk Neither are ELP!!,6
"@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?",6
is sad that shin ae got married...and it wasn't to alex,6
"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste.",6
@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?,1
there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.,6
"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",6
"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now..",6
@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia,6
fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw,6
dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code,0
@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you,6
I can't sleep...I keep thinking about the puppy I played with today,6
.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh,6
@lepetitagneau what's going on sweetheart?,3
"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows",6
"Last one month due to summer, strawberry is not availble in the Chennai markets!",6
@willxxmobb work at 6am. Gotta go to bed soon,2
@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha,0
@sweeetnspicy hiii im on my ipod...i cant fall asleep,1
dont wanna work 11-830 tomorrow  but i get paid,6
feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux,6
PrinceCharming,1
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS,6
First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  ),6
@mrgenius23 You win ... SIGH Rakeem,0
Oh is that time for real?,6
Darn these allergies! I don't like this time of year because of this! I never used to have this problem either,6
Oh no one minute too late! Oh well,6
"@soviet_star Damn, that sucks",6
@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS,6
@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up,2
ahh! big scary bug flying around my room!!!!!,6
"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!",6
is up with a nasty cough i cant be sick i have a huge weekend ahead of me,3
@justamedicine  That was stone cold   Crazy....  ?,1
i'm so tired,6
shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,6
@melbournegirl I'm sure some1 will cum out and play. I'm workin through til midnight.,0
@thecreativeone I second that. I wish it rained more where I am,6
@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!,6
damn it were is Eric or anyone else when you need your hair to be played with,0
I'm feel deflated. Ugh. No more dog.,6
Allergies suck ducks nuts.     &lt;=====8@8=====&gt;,6
Well it almost was a good day... Guess I just retry tomorrow,1
@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku,0
@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...,6
"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it.",3
@britblackbird  youstinkatrespondingtotexts!,6
wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,3
"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho.",6
Is miserable  i feel like im gona cry  sux!,3
@megturney well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,6
$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one,6
"claire @breakfastnt love the show, got into the office @ 5am and no radio",6
Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.,6
*sigh* I'm going to bed... I just don't feel right anymore...,6
What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,6
@jwillock EpiCentre Wheelock Place - tourists only..,6
Now I am depressed after watching so you think you can dance,2
"Just cross 'cause I'm stuck twiddling my thumbs now, ugh",6
miss 16'th,6
"@TheHarvardian I know. But like I said, I have no idea how long it takes for them to investigate this stuff.",1
"I cant sleep, but im too sore to move",6
@LaFloozita http://twitpic.com/4phze - Awe! I miss my baby,6
@softtouchme just answered you- never learned how to write in French- just basic stuff-,0
what is it with chocolates? i just can never say no,6
Achieving a new appreciation on how a xml build script can really be painful and cumbersome,6
@ether_radio i'm too awake now  ill have a nap this afternoon,6
@omfgiselle i cant do anything,0
still needs another 6 hours of sleep,6
I'm at work,6
RIP leonardo. You were a great mini fiddler crab,6
"Morning tweeple,way to early again",1
"Last day working for the Uni today, sad times",6
"@NisforNeemah thanks neemah. I'm gonna be soooo close to you and izzy, yet so far",0
My head hurts so bad I could scream!,6
i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain,0
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,6
New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...,0
"where are all ma bestfriends at ? , MIA or wat ?",0
oh men!!!!!!......I really can't see my face........c'mon guys!!!,6
"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old",6
my sole supporter is not my sole supporter,6
don't you hate it when you finish all your work and there's still 1.25 hours left of work time,6
@Emilyyy16 urgh stop it guys,6
is still missing her husband.    I really want him home.,0
I miss my puppy,6
"2 days of this month left, and I only have 400MB left on my onpeak downloads.",0
@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.,6
@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones),6
Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?,6
@BarbSchaefer yearling in pet home died... very sad for their whole family,0
fun in the sun hmmm hell no it's cold,3
I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!,6
"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong.",0
is feeling sad... for some reason..  http://plurk.com/p/wxji3,6
well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.,6
just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,6
@juneyee i don't think so.  I WANT DETAILS.,6
@jackgraycnn Hi...!!! Who is Mary Poppins???,6
"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards",6
my last tweet didn't send  bad phone,6
@relly1  OMG Ur alive!!! LOL  2day has gone sooo slow  I'm going insane Grrr You doing anything tonight?,6
Have a headache  I'm going to bed. Goodnight!,6
@taxidermi  I was watching Parental Control,6
"@JessiJaeJoplin did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay",6
I just saw pics from this past Thanksgiving and am sad because Grandma was in them.,6
@jertronic it wont let me,6
Took a shift tomorrow.    I don't really feel like working right now.,6
but now i have no money for a phone,6
Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.,6
@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything,6
@Bern_morley where are you? In Bris? I can't hear any thunder,6
"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",6
Too bad the Red Devils.. disappointing to say the least,6
I had a dream about a pretty pretty beach and there was no beach when I woke up,6
"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz).",6
when da heck will the garage man get here I ask you.. WHEN..,3
"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff",6
@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.,6
why are plane tickets so expensive,3
(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.,0
Needs a job BADLY!!!,6
@AlexanderGWhite daaammmnnnnn I do wish I was there.,6
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,6
@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,1
@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4,6
is a bad friend,6
@rlcpbiatch happy birthdayyy! hope you have an awesome day. didn't see you at next last night!,6
@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin,6
@aiderushton ill be over in an oir,0
@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am,6
would wish the severe migrains would stop!!! doc's prescriptions arent working,6
@bobbyedner i missed the game,3
"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby",6
@tiffalo cuz airlines are super lame.,6
@lenje - Still a pity it comes with no lamb though,6
@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.,2
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",6
I'm so very tired...and have insomnia.,0
@juiceegapeach A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down,6
@yelgiuQnayR airport? and you didnt show up tonight homo!,3
"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation.",6
@MrRathbone what about me,1
"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",6
people in my house do not know how to close doors,5
Why am I completing facebook quizzes at this time of the morning... especially a friday morning,6
out with @lizzziemonster &amp; @jamiejamess i am soooo hungry,6
@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,6
Had to cancel wow for now,1
wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio,6
@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.,6
"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO.",6
@__sugar oh no  i am always here ;) &lt;3,6
back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.,0
@ poll : was trying to get it to work in a powerpoint to no avail.,6
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",6
"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go",6
"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!",6
Up late with nothin 2 do.....,6
i think the vog is making me sicker than i think. feeling slightly achy,0
"@TheTombert i was watching Harpers Island, lol... there was no vodka involved",6
i am doing homework it sux big time maths is the worst!!!!!!,0
"@Nymo would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out.",6
#3wordsaftersex it never started...,6
sometimes i wish things could go back to the way they were the beginning of last summer,6
"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't",5
@tarng Trudy's off Burnet...the one up north that no one goes to,6
"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes.",6
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",6
i'm sooooooooooooo confused,6
"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well",6
"Work day 7 of 7,",6
Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks,6
"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",6
"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban",6
@mysticnz no im not  cries LOL,6
Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL,6
"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today",6
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,6
Come on Knight... It's been well over 4 hours,6
not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with,3
@FoxxFiles aw u can't let me in on the secret!,6
"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like.",6
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",6
"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",0
Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!,3
twittascope is NOT rocking my socks - go away already!!,6
Driving Back home because I forgot the piece of cake for @v_era,6
@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz,6
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",6
It's pissing me off and not letting me follow ericka,6
Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....,0
my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,3
@koifusionpdx i was so close to the tacos...one spot too late,6
@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin,6
is thinking so much and i'm at work,5
I have forgot the live with the Jonas Brothers on Facebook,3
I haven't seen Muffin in two whole days!,6
@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...,6
my gap year is going so quick,6
"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....",0
@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,6
my twitter has been hacked again,6
Just found mj mouse flats at DJs. Of course there are none left in my size,6
@passingcarss i wont have time to buy  and i need a new binder pa,1
@lanacaitlin  hahaha well its try its so ugly,6
25-man Ulduar is hard...,6
"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you",3
@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though,6
night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD],3
@princess_oats this is happening to me too,6
@qi_tah oh no.  *hugs*,0
"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk",6
@xoshayzers i knoww  things won't be the samee &lt;/3,1
"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.",6
@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me,0
"Okay, so twitter suddenly changed, how do I respond to messages now",6
ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,6
Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!,6
Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,6
@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30,6
I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,0
sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,3
I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu,6
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,0
"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips",2
@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...,6
@sillybabyjulie me too,6
@digenis that story reminds of living in Portugal,6
"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?",0
I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.,6
my roommate @tess_tickle loves to ignore me,6
@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.,6
@MyDailyRoutine yeahhh. &amp;dont judge my pillow,6
"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha",6
my teeth and head hurts,6
I HATE rob zombie movies. &amp; the smell of weed. Vommmm.,0
"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!",1
Waiting in line @ tryst,3
Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!,6
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,6
I need to be held...  Gnite.,6
"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",6
no more arrested development. i am sad.,6
"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night",6
omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D,6
I feel so deflated. No more doggy.,6
@blood_rain i wanna see her hair  hows everyone?,0
"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.",6
im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much,6
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,0
Aww...  Pray for the arroyo family everyone!,1
@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product,6
Fuuudge. Movie store is closed,6
ALO is so sad and quiet and empty tonight,6
"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set",3
@wuzzyangel You never answered your DM I sent you....   I need your info...,4
Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...,6
@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie,5
I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,6
@jose3030 I didn't think anyone caught that,6
I need to be sleeping.. But i'm not even tired..,0
0,0
OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,0
"lyin in bed, up faaaaar too early",6
Sad that Christian Lacroix had to file bankruptcy,6
I dont feel good AT ALL. fuckkk,6
why did i agree to work a double shift,6
looks like i'll never go to the zoo,6
@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!,6
When will Medhurst play again?,6
@Moss1982 bad times?,0
aarrgghh - fu*k.....a hose has leaked water all over the new floating floor,6
Have to go to the dreaded DMV tomorrow,3
@duncm I'm a bit Ben's Thai-ed out,6
english class! working on interactive orals,6
@SharonHayes Thank you for the rec but that doesn't work,6
@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?,6
My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,6
I don't know how ima work out tomorrow wit my body dis sore  ugh,6
in 7-11  w/o you,6
"@becjee Yeah, plus it's just a little too far to walk to Pinocchio's for sushi",1
I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.,6
Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,6
I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.,6
"Lady across the way had a miscarriage, say a prayer",6
God I just want to sleep.,6
@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??,6
I feel so deflated. No more doggy.,6
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,6
"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",6
is feeling bad  just got bad news about my Mum,6
@RealBlackWidow But but I dun wanna,0
@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,6
"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",6
@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!,0
"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her",0
don't feel like working  I think I tweet this too often!,3
feels sick to my stomach and idkk whyy,6
vineri...nimic special sau probabil un alt weekend pierdut...,6
Counting the hours of lost sunshine until the Weekend,6
@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho,6
is home.  safely... but hungry,6
"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER",6
"got to final table, but....went out third.  Don't think I'll be getting my free seat",1
good morning work this morning gutted lol nevermind,1
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,6
FB is boring   and i wanna sing RIGHT NOW..! *-*,6
@judyrey  The link doesn't work,6
@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble,3
The humpalow um ya I think so... Cell is dying,5
Last day at work...Sick to the bone,6
i feel like I'm on house arrest.,0
"love is like a war,,easy to begin, hard to end..fiuuhh...",6
@heavenjones ur supposed to be in BK tho,6
@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,6
Oh no!  Nighty night.,6
@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!,6
my stupid tooooth hurts,0
@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is,6
Ready To Go @ School,6
@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.,6
@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today,6
It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,6
@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,6
my dog ran awayyy,1
@all_is_one84 Those suck so bad.,6
"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",6
"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go",2
does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,6
I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!,6
@exortabreedoll what happen to the maids of yours? Quit once again? ...,6
I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,2
At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.,6
@Penguin_J heehee. i love you! i am tired.,6
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,6
@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,6
"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",6
"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",0
went to the beach and it started raining,0
"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",6
"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...",6
@nayRyelgiuQ airport? and you didnt show up tonight homo!,1
@charloro jealous  it looks like schindler's list in toronto,3
I want another tatt,2
@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:,6
"So, I need to make a lot of money tomorrow",6
@joiskol  being in your room makes me sad.,6
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",6
