text,solution
"uhh,",6
okay!,0
uh-oh.,2
what?,6
pee. rachel's bathroom!,1
"man, think gonna make it!",5
"know! switch hands, okay?",2
hey.,6
hey!,6
go erin?,6
"oh, unbelievable! best time!",0
"yay!! oh so, you’re not, you’re mad us anymore?",0
no!,0
no!,0
no!,0
guys totally right!,0
much better first time went out.,0
y’know?,6
"awkward, really nervous.",6
didn’t sleep together?,6
"yeah, really calms down.",6
and!,0
much common!,0
"loves sandwiches, sports, although met fan, much issue ever kids, well that’s",0
"oh god! listen talkin’ kids. oh joey. oh, please don’t get married do.",5
okay.,6
that?,5
cannot sleep public place.,6
would look her? peaceful.,0
oh! what!...hi.,5
"okay, y'know, nodded again.",6
what's going you?,5
got sleep last night!,3
why?,6
"grandmother new boyfriend, they're kind insecure bed.",4
"oh, deaf.",6
"they're constantly, like, reassure they're good time.",6
idea loud are!,4
"well, want, stay rachel tonight.",6
thanks.,0
ew! that? something exploded!,4
"water breaking. calm down, you?",6
"water breaking, mean? what's that, water breaking?",5
"breathe, breathe, breathe.",6
"insane? mean joey, going kill you, he’s actually going kill dead.",5
okay! don’t think thought that?,3
know one?,5
mean that’s unbelievable.,0
"mean, gina?",6
one gina?,6
"dark, big hair, airplane earrings.",6
"no, no, no, that’s dina.",6
"see can’t tell one either, dwha!!",5
"don’t know, thought ‘see saturday’ funny.",6
"look honey, mark fashion okay, like friend share stuff with.",6
guys would never want go lecture me.,6
pa-haa!! would love go you.,0
really!?,5
"yeah, hey i-i clothes, even pick out.",6
"mean for, know could fashion..... monger.",6
"okay. honey, would love go me. what?",0
"wear, i’m nervous.",2
": know, it!! hey, incredible, huh?!",0
"know, amazing! mean, totally nailed it, beautiful.",0
": thank you, listen, thanks lot tribbiani,. oh god, look time, gotta catch bus ball.",0
"oh well, okay, good luck.",0
: yeah.,6
unless wanna practice foxtrot again? or-or tango?,6
": ahh, thanks no. see i-i think i’m ready dance girls.",6
okay.,6
: yeah.,6
go get ‘em treeger.,6
": right. hey, ahh, wanna come? marge girlfriend.",6
really?,5
": yeah, could dance real good her, she’s size me.",6
"no, i’m good.",6
"oh god, nerve wracking! how-how this?",5
"well, unfortunately, get many callbacks",6
good sign asked us hang around audition?,5
knows?,6
"okay uh, narrowed raymond, ben, kyle, joey. rest you, thank much.",6
yes!! knew it!! bye-bye! long! later!,0
oh great! might actually get play ben's dad!,0
yeah!,0
"actually, can't happen.",6
"yeah different looks, we're putting raymond kyle ben.",6
it'll either two two.,6
"man, gonna kinda weird.",1
"yeah, is.",6
"no, we-we're gonna like best friends, that's gonna weird.",6
"okay, come on, can't get married get something old, something new, something borrowed, something blue.",1
"okay, right, right, right! okay! okay, here's something, here's something blue new.",0
please!,3
kidding?,3
"i-i hurt three huge men, gave guy bloody nose—i mean i-i’m proud but, really am.",3
"it’s you, wonderful, amazing you.",0
think you’ve got concussion.,2
"no, no, i’m serious. thank you.",0
you’re welcome. i’m sorry. hurt you?,2
"it’s worth pain. y’know what, know what? it’s not.",1
wow! mike thing interesting! know what's gonna happen phoebe david.,5
"do! want hint? huh? ""i do"" ""i do"".",0
"ok, i'm sensing kind word play, pink barely controlled glee.",6
david going propose phoebe.,0
what? why?,5
"chandler, talked this.",3
supposed give people advice!,3
made sort inappropriate joke?,3
they've going weeks phoebe completely hung mike!,3
"she'll say ""no"", david's heart broken, hard recover phoebe end alone",3
"man, that's",5
"oh, that's want...",6
"father, paul stevens. dad, ross geller.",6
it-it’s great meet paul.,0
usually prefer elizabeth’s boyfriends address mr. stevens.,6
"course, course, mr. stevens.",6
"ross, problem?",3
eh-wh—excuse me?,5
can’t get girlfriend age?,3
that’s funny. umm…. it’s funny.,2
okay.,6
"can, see that.",6
"umm, think give umm, one chance can, change mind.",2
okay.,6
what?,6
okay. i’ll give one chance change mind. got one minute.,3
daddy!,5
"oh well, it’s tv yet.",6
"well, it’s wall yet.",6
"okay, fine, bring tape, huh?",6
"umm, matt lauer’s clothes here? maybe? ones haven’t cleaned yet?",6
ooooohh!,5
"oh yeah, i'm sure. sudden hands problem anymore.",6
it...?,5
"oh, boy scouts could camped there.",6
"""ooo,"" what?",5
uma thurman.,6
oh!,5
actress!,5
thanks rach.,6
gonna do?,5
tell her!,0
tell her!,0
"moral obligation, friend, woman, think feminist issue!",3
guys?,3
guys?,3
"oh, yeah, tell her.",6
feminist issue. that's went!,6
gonna hate me.,2
"yeah, well...",6
marry me?,2
it’s big night! wanted wish good luck!,0
"yeah, yeah ring?",6
"yeah, right pocket. pheebs?",6
oh! oop!,5
"okay, guys get here? want surprise she’s gonna know.",6
yeah-yeah guys. get here!,6
hi guys.,6
beautiful.,0
"oh, thank you! what’s going on?",0
we’re really…very excited charity event go to.,6
"okay umm, ross?",6
"i'm-i'm really warm, i'm going taking sweater.",6
"now, i'm letting know",6
yep! that's hilarious!,0
i'm sorry. i'm done. i'm done.,6
"y'know, last night embarrassing too.",6
"no, really. mean seen naked hundreds times.",6
uh-huh. first rest building.,6
"okay. right, that's true! y'know embarrass easily.",6
what?! totally get embarrassed!,5
"no, don't! ross, think i'm secure person are.",6
so?,6
yeah.,6
hey lady! care much want it! okay?!,4
can’t believe it!,5
it!,0
rode bike!,0
never thought i’d able that!,0
thank ross.,0
"oh hey, don’t thank me, thank yourself. you’re one faced fears ultimately overcame them.",0
"hey, guys me.",6
"mean, two are-are my… mean, i’m lucky one good",6
thanks man.,6
gotta go check something here.,6
baby.,1
total wuss!,1
"okay, lot options here, number prototypes try on.",6
wow! looks great!,0
"yeah! okay, one mushroom cap. umm, one made bologna.",0
and-and-and-and-and toothpicks?,4
kissed another woman!,3
call even?!,6
okay!,0
"well, i’m gonna go get water.",6
wait stole people’s wedding?,5
"no-no, took hotel lobby.",6
"yeah, think charge dirty movie bag mashuga nuts, got another think coming.",3
hey!,5
sweater!,5
i’ve looking like month!,5
oh god!!,5
oh god!,5
happy?! i’m supposed vic? happy?,3
"well, don’t tell you’re supposed be!",3
huh?,5
sure hell can’t figure out!,3
talk nothin’.,3
"look me, it’s nothin’.",3
nothing.,3
"tasty! i’m really starting feel like guys history, it’s-it’s nice.",0
question scene.,6
yes?,6
"well, don’t understand adrienne’s attracted victor.",4
"peel onion. first all, he’s good looking.",6
yeah.,6
think character’s gonna need little bit reason that.,6
"oh, hey, one.",6
"ah, it’s says script!",3
"y'know ah, i-i don’t know character likes either, mean says script you’re bitch.",3
doesn’t say script.,3
mine!,3
can’t,3
yeah! gotta tell girl tape her. rookie mistake.,3
y’know great video camera?,6
greg jenny?,6
still wanna call ‘em? wanna call ‘em.,6
let’s call ‘em.,6
yeah! ask brought friends souvenirs!,0
hello? eighth street deli?,6
"hey, hang up! get food poisoning talkin’ place.",4
"uh sorry, wrong number.",2
go.,6
hello? it’s deli again!,5
right! i’ll sandwich!,0
don’t think number’s right!,1
oh come on!!,1
"gotta go. miss too, love you, getting real late",1
"hey ma. listen, made appointment dr. bazida, and... excuse me? know ma?",5
name's ronni. pet mortician.,6
sure. long been...,6
"remember little kid, used take navy yard show big ships?",6
since then?!,5
"no, six years.",6
wanted put nice memory head know always terrible guy.,6
...joe.,6
y'ever love?,6
...i d'know.,6
y'haven't. burning tomatoes.,6
one talk.,4
"joe, dad's love big time. worst part is, two different women.",6
oh man. please tell one 'em ma.,4
"course, course one 'em's ma. what's matter you.",5
"everything’s gonna right. okay, dick?",6
"hello, guru saj--whoa!! that’s supposed duck right? ‘cause otherwise, waaay league.",5
"hey, rach, work?",6
"oh, great. although sit wasn’t chair.",6
"way, ross dropped box stuff.",6
"oh, well, guess one coming.",6
"i’m gonna throw out, it’s probably bunch shampoo and...",6
something wrong?,6
no. nothing.,6
"then, said thing about, bringing mesozoic era 21st century.",6
"yeah, that's it?",5
yeah.,6
"dude, sorry said!",1
"no, no, you’re right, ridiculous name!",4
it’s bad.,6
"yes is! on, first name.",3
"so, you’re bing?",6
apartment back!,0
"what? ace high! jack, queen, king, ace!",5
"no! ace low! ace, two, three, four!",3
don’t know. ooh! ooh! look it! ah-ha!,5
"right, cut, let’s pick again, pick again.",6
okay.,6
come apartment! come apartment! oh! know queen high!,3
"uh-huh, high as… worked! king!",5
yeah baby!,0
"but, pick again! pick again!",0
why?!,6
don’t know!,2
tickets please! that’s courtside baby!,0
"seriously, good game though. good game. mad about? get apartment back!",5
didn’t!,0
"know, think brought enough stuff. forget pack baby's anvil?",6
gonna worth it.,6
"known fact women love babies, right?",6
women love guys love babies.,6
whole sensitive thing.,6
"quick, aim pack o' babes there.",6
maybe one break away.,6
"no, wait, get them, got one, hard left.",0
"right, gimme baby.",6
"no, got him.",6
"oh, seriously want him?",5
hello.,6
"well, don't, think immodest, but, me?",5
wanna smell him?,6
"oh, yeah. he's got great baby smell. get whiff head.",0
what'd tell you? what'd tell you?,0
"well, great guys.",6
bye.,6
"well, really.",6
"mean technically it’s-it’s rules anything, frowned upon.",6
"especially professor ran last night, judgey von holierthanthou.",3
"well ross, careful now. don’t want get reputation y’know professor mcnailshisstudents.",0
yeah. what-what do?,2
"well ross, seems pretty clear.",6
mean what’s important?,6
"people think feel, huh?",6
"ross, gotta follow heart.",6
joey sweet.,0
hey.,6
"hey-hey-hey! so, go dana? reason leave block time open say thursday?",6
couldn’t it.,1
couldn’t it?!,5
"hey, relax need time. we’re going dinner tonight.",6
what?! you’re going again!,5
going who?,6
"uh, dana keystone college.",6
oh yeah! wasn’t uh,5
"no, dana caplin.",6
joey! didn’t even know her!,5
ah whatever!,3
"morning! hey, how’s favorite genius little robot buddy?!",0
don’t touch him!,3
okay!,5
right.,6
"umm, right wayne, level me.",6
i-i keep hearing rumors might get fired.,2
"okay, even actors coming read part!",2
"come man, you-you got give second chance!",1
"mean, love-i love little guy!",0
ah-ah!!,5
"okay, that’s didn’t want touch right?",5
go!,6
okay?,6
stupid!,3
can’t believe it!,5
god!,3
"hey, doin’?",6
hey.,6
"hi. look um, happened earlier...",1
"no, hey, well, i-i completely understand. were, stressed.",6
gonna give chance apologise me.,4
what? letting throw office?,3
"yeah, well excuse wanting girlfriend anniversary, boy ass i.",3
"told you, didn’t time!",3
"yeah, well never time. mean, don’t feel like even girlfriend anymore, rachel.",3
"wh, ross want me?",3
"want me, want quit job feel like girlfriend?",3
know.,6
"ooh, tell something.",0
what?,6
can’t tell you.,6
"okay, wouldn’t easier tell something could tell me.",6
"well, sure perfect world. but, no, promised wouldn’t tell, swore like gods.",6
okay. ross rachel?,6
no.,6
joey?,6
no.,6
with-with chandler sock keeps bed?,6
"no, let’s come back later!",6
hi!,0
richard!,0
"actually, i’m complement chef.",6
"ohh… oh, that’s okay hate people come back complement chef.",6
like nothing better do!,6
what’s up?,6
"well, great seeing night.",0
"oh, good see too. come tell that?",6
no! came tell something else. came tell still love you.,0
"one pregnant woman time, please! want okay.",4
forcing marry bobby gonna make happen?,1
"maybe! well! well…so-so uh, kind music numb nuts—oh forget it! can’t!",3
"joey, scared death this.",2
"really think it, i’m gonna need help.",2
bobby’s gonna whole time.,6
"bet am! answer earlier question, we’re straight-up gangster rap.",0
"look, rachel’s told much easier you’ve made her. can’t me?",3
because! ‘cause… ‘cause you’re baby sister!,1
you’re big brother!,0
"mean, you’re favorite guy whole world.",6
i’m even scared tell mom dad.,6
scared telling you.,2
"well i’d scared them, right.",2
"joey, can’t stand thought baby mad me.",1
want uncle.,1
baby gonna uncle joey?,1
course he’s gonna uncle joey!,0
"we’re gonna right. mean, even we’re married baby gonna loved. us.",0
that’s right! uncle too!,0
you.,0
"okay bobby, don’t come let little moment.",6
come here!,0
no! seriously! what’s wrong you?!,3
really nice time tonight.,0
i. i'm really glad monica asked us out.,0
"i'd love ask in, uh, sister's visiting think asleep couch.",6
sister? sister's asleep couch? ohhh! saw,5
"oh hey, great, up. rachel, sister krista. krista, rachel.",6
hi!,0
"nice meet you. wish told company, i'd fix up!",5
like would help.,6
bad!,0
are!,0
are!,0
are!,0
are!,0
are!,0
are!,0
dead! i'm gonna get you.,0
"uh, nice meeting you.",6
"oh god, victoria's secret model. something... something goodacre.",5
"hi mom, jill.",6
"right, jill. jill goodacre. oh god. trapped atm vestibule jill goodacre!",5
"yeah, i'm fine. i'm stuck bank, atm vestibule.",6
jill says vestibule... i'm going vestibule.,6
"i'm fine. no, i'm alone... know, guy.",6
"oh! guy. guy. 'hey jill, saw guy last night. yes,",0
seeing anybody right now?,6
"og-ee-op, i’m asking me, i’m… mean… no, i’m-i’m gay, i’m asking out.",2
i’m not-i’m not-i’m gay!,2
personal shopping? that? like walk around snooty rich people tell buy?,6
uh-huh.,6
sounds great!,5
hey!,6
"umm, excuse me, switched apartments. can’t eat food anymore, that-that gravy train ended.",3
there’s gravy?,5
big apartment deal people coming time.,6
"fridge got stocked, okay, that’s department now.",6
doing?,6
think left donut here.,6
"so, conclusion, lines go, i’m happy.",6
great job team!,0
tomorrow 8:30.,6
phil!,0
nice job.,0
stevens!,0
way go!,0
"joel-burg, maniac!",0
love ya!,0
bing!,0
"oh, excuse me. forgot briefcase y'know, accident.",6
"course, did.",0
forgot something else ya bastard!,0
"well, you?",6
you’re feeling left anything ya?,6
"no. no, all, that’s-that’s ridiculous.",1
"everybody else got one, want one too. don’t you?",0
"ye-ye-yeah, yes do!",1
"get here, you!",0
hey bob.,6
hey! how’s pal toby today?,0
"see him, i’ll ask.",6
toby!,0
yeah!,0
oh know other.,6
we’re semi-first name basis.,6
think adding team?,6
"bob? ooh, working us? everyday? yeah, don’t know takes.",5
really? love six.,5
eleven. it’s almost twice hard here.,6
hey! guess got wedding!,0
freakish thin date hanger head?,6
"no. rachel hooked tux! tux, batman’s tux!",0
what?,5
that’s right! made expressly val kilmer worn hit film…that batman film in.,0
can’t wear that! i’m wearing famous tux! james bond’s tux!,3
so?,6
so—if wear you’ll make mine less special.,1
"sorry, don’t like idea say ""i do,"" he’s thinking, ""yeah, i’d too!""",3
well still problem.,6
yeah!,6
what?,6
"well, we’re trying find someone perform wedding they’re either boring annoying y’know, can’t stop staring ladies.",6
oo! one us it!,0
"phoebe, we’re getting",6
no! no! it’s-it’s uh real thing! anyone get ordained internet perform like weddings stuff!,0
call it!!,0
what?! no! idea!,3
guys thank much neither marrying us.,6
calling mean anything anymore?!,3
"going legitimate member clergy! say legitimate mean, gay control saliva!",6
"see, see.... big passion future.",0
really?,5
do.,6
"oh ross, great. [she playfully rubs head gets up]",0
"supposed good thing, forget why.",6
"listen, monica, i, know, okay, know, couldn’t sleep like month got like dot ink one sofa cushions.",6
"well, you-you coulda turned cushion over.",6
"yeah, would’ve except big spaghetti stain side.",6
what?!?!,5
"okay, i’m talking about, this. i-i need live land people spill.",6
spill. sink.,6
"aw, honey it’s fault, y'know are, love you, want us friends, keep living don’t see happening.",1
"love you, too.",0
"aww, good. what?",0
what? i’m said.,1
"you’re not, you’re wondering cushion is.",6
oh god! serious?!,5
uh-huh.,6
would love live ross.. that’s-that’s great! thank you!,0
"well, i’m-i’m glad could, y’know, help out.",6
"ross-ross, idea means me!",0
"mean, mean gonna homeless.",1
saved me!,0
you’re hero!,0
"hero, uh, don’t know—well, right.",6
"oh, go tell monica wonderful brother has!",0
"oh please! you’re gonna say things now, aren’t ya?",0
no.,6
"no, won’t.",6
"tell this, exact thing happened roommate denise.",6
"moved guy secretly married said didn’t love her, really did, blew up!",3
"...dammit, hire girl! okay, everybody ready?",3
"uh, listen, wanna thank great opportunity.",0
lose robe.,6
me?,5
that's great.,0
"well, i'm gonna get another espresso. get another latte?",6
"no, no, i'm still working mine.",6
that's it?,5
"yeah, really hard.",1
"oh, yeah, hug looked pretty brutal.",6
"ok, there.",3
"wow! that’s ah, that’s pretty nice!",0
pretty nice?,6
"you’ll pardon roommate, wanted marry this.",6
"don’t 50 bucks, would willing trade it? we’ve got canoe.",6
"y'know, i, really don’t think need canoe.",6
gotta take canoe!,3
"right, just, take entertainment center, get home, throw canoe away!",6
we’re throwing away! built canoe!,3
good you!!,3
pheebs?,6
yeah?,6
"okay. guess it’s just, wait then. hi. need one fake ticket yemen.",6
one ticket yemen?,5
"oh no-no-no, no. no, no, no, just, need pretend ticket.",6
"i’m sorry sir, don’t understand.",5
would give kid wanted ticket play with?,6
travelling child?,6
no.,6
"right, y’know what, she’s gonna think i’m handing credit card, i’m really gonna hand library card.",6
"okay, last time.",6
"chick-chick here, chick-chick there.",0
"chick, chick, everywhere chick-chick--chickeeeen.",0
hey.,6
hey.,6
how’s doing?,6
she?,5
"well yeah, don’t-don’t think it’s she?",6
"don’t know. can’t tell, ever went back quickly.",6
"well, anyway, got go change, i’m ah, meeting cast drinks.",6
excuse me?,5
what?,6
"okay, good, go. go vince.",0
"yeah, jason's really sensitive.",6
"well sensitive important, pick him.",6
yeah.,6
"oh sure, go sissy.",4
jason sissy!,3
"oh no-no-no-no, meant chandler.",3
hi.,6
"uh, apparently people familiar europe story?",6
yeah.,6
"listen that, whole uh, came thing really doesn’t matter.",6
"mean, think would’ve happened either way.",6
mean hadn’t initiated i-i-i know would’ve.,6
amazing night.,0
was. amazing night.,0
think looked amazing?,1
name yet?,6
"no, yet.",6
"that’s fine, we’ll call baby girl green.",6
"oh no, baby girl geller-green.",6
hello baby girl.,0
"ah-ha, nowhere run!",0
don’t like sitting here! i’m gonna,3
rachel! got first!,3
ross that?,6
danger,2
oh god! jumping women!,5
that’s right. don’t worry it.,6
oh look! that’s gonna leave stain!,4
rach! hey! it’s fine! you’re joey’s!,0
really?,5
yeah! look!,6
i’ve never lived like before.,4
know.,6
"right, don’t waste it, mean still food.",6
"hey joey, bed olivia lost virginity?",6
"know, one extras sure did! hey, listen rach. thanks coming watch scenes!",0
"oh, please!honey, fact want support you, i'm...oh god!is christian sanders?he's",5
also,6
"oh, head he's done pretty ""not-gay-stuff""!",6
"well, christmas party santa definitely gay stuff!",6
"ok, got promise never, ever tell ross told you.",6
what?,6
he's planning birthday party.,6
oh god! love him!,0
better act surprised.,2
what?,6
surprise party!,0
surprise party?,5
oh stop it. joey already told me.,0
"well, tell me.",6
"hey, look me. ross's thing.",6
typical. i'm always last one know everything.,3
"no, not. tell stuff.",6
yuh-huh!,3
last one know chandler got bitten peacock zoo.,3
last one know crush joey moving in.,3
looks like second last.,5
"chandler, still haven’t gotten rsvp dad.",6
"oh! right. umm, maybe that’s didn’t send invitation.",6
chandler! he’s father. wedding.,3
don’t even know man. okay? we’re close. haven’t seen years.,4
well gonna finds wasn’t even asked?!,1
it’s like run circles.,6
"hang guys, stars drag show vegas.",4
"ooh, think wanna trade circles.",6
nobody gonna staring bride father groom wearing back-less dress.,4
what! long he’s wearing white dress veil don’t care.,6
"okay, think need shopping.",6
hello! who’s there?,6
ya doin’?,6
hell you?,3
"guess wouldn’t believe said kurt douglas, huh?",6
"no-no, rachel, don’t get it! can’t see us!",2
"no, yeah! groom cannot see bride!",3
i’m gonna marry chandler!,3
this!,3
"okay, guys, relax. doooo.",6
gotta go.,6
"oh, wait, joshua! joshua! yeah, well, oughta it.",1
"sorry i'm late, left late.",6
okay.,6
"pheebs, book about?",6
thought said read high school.,6
"well yeah, remembered started pep rally was, top pyramid anyway—umm, book about?",6
"excuse me, i, bum one those?",6
"y'know what, actually… okay, okay, okay, what's funny here?",6
thought smoke.,5
"oh, thought guys meant marijuana cigarettes, y'know?",6
"y'know mean, like dubbies?",6
"actually, thought myself, ""wow, guys crazy!""",5
"no, actually smoke regular ones all, time.",6
get high.,6
"oh, too.",6
i'm kidding.,6
"oh, too.",0
"oh, sure ok?",1
yeah.,6
still hurt?,1
yeah.,1
neat idea. clothes match. i'm gonna this.,0
hi.,6
"hey, how'd go?",6
excellent.,0
"ripped couple apart, kept pieces ourselves.",0
"beautiful story. hey, i'm fine way.",0
know what? right.,6
good pheebs!,0
ok.,6
"okay guys microphones too, mean",6
sucks! didn’t know stay night went stupid sleep clinic! i’m tired!,3
it’s 6:00.,6
hi!,0
"yeah, rach, think you’re handling really well.",6
handling it?,6
"mean, handling it?",0
there’s nothing handle.,0
"now, maybe would problem wasn’t joshua.",6
"y’know, they’re gonna get married anyway!",3
what?,5
come on!,3
rushed thing fast it’s ridiculous!,4
"somewhere along way, one gonna realise they’ve done they’re call whole thing off.",6
"i’m telling ya, you’re gonna dancing wedding you’re dancing there’s.",0
hell this?!,5
"what, actually thought would make feel better give stuff can’t use another two months?!",3
sucks!,3
"right, what’s next present?",6
"right, there’s nuclear holocaust, i’m last man earth. would go me?",6
enhh,6
i’ve got canned goods.,6
"hey, guys! take look this! check baby out, dug hole!",5
"excellent hole, joe.",6
oh no! no!! hole!!,5
ow!! ow!!!,4
what?! what?!! it?!,5
drinking?,6
"oh, must’ve said left.",6
said what? exactly.,2
enjoyed occasional drink…ing binge.,6
"oh god!! ohh, it! i’m leaving! horrible person!",4
wait-wait-wait-wait-wait-wait-wait-wait!!,2
you’re gonna get sensitive it!,3
don’t want lose you.,1
"i, create position you?",6
i’ll make assistant buyer department.,6
say things like that.,0
"office, raise! effective tomorrow.",0
i’d need expense account.,6
done!,0
assistant.,6
"sophie, get here!",0
monica? gonna proud me. got us dates two unbelievably cute nurses.,0
oh my!,5
they're male nurses.,6
head.,6
"anyway, want take us saturday night! say?",0
umm. umm. umm. think so.,0
what?,5
talking about?!,5
you-you're one who's telling get ross move on.,3
"i'm moving on, moving me.",6
"come on, give one good reason wanna go.",6
"umm, give",6
what?,5
harder sounds. it?,6
"okay, coming me, also told we're still get we'll go cafeteria",6
yep! there's always room,6
"joey, make",6
"oh, easy. yeah, i-i anything. watch uh, grandma's chicken salad",6
"hello, monica...",6
yeah???,6
oh...,6
"okay, yes, we'll right, we'll right down.",6
thank you.,6
okay. let’s bring in.,6
"wait no, honey, honey throw me, throw me.",6
go.,6
almost hit face.,3
"well, magician open beer cheeks, right.",6
hey!,0
hey!,0
y’know i’m-i’m really glad decided sleep together wedding.,0
"oh boy, too!",0
y’know thinking a…a big fight uh broke hours,6
yeah?,2
"technically could sex again. think, bossy domineering?!",6
"wedding off, sloppy immature!",3
that’s me! come on!,0
"okay. wait, can’t. cousin cassie guest room, we’re supposed lunch.",6
"well, get rid her, obsessive shrill.",6
shrill?! wedding back on!,3
thought heard voices. must chandler.,6
hi! nice meet you!,0
nice meet too.,6
"so, ready go?",6
yeah.,6
chandler!,3
i’ll right you.,6
"th-th-that's is, third nipple.",6
run-of-the-mill third nipple.,6
take off.,6
slice baby right off!,2
"take shirt off, let's see we're dealing here. doing?",6
showing run-of-the-mill-slice-it-right-off third nipple.,6
well that's third nipple.,6
