text,solution
"oh, name?",5
oh. rachel really incredible getting morning bagel me. it’s amazing gets right almost,0
"he’s gonna make it, he’s stuck chicago.",1
broke it.,1
"so, ross going",6
"no, me!",0
mean,6
give money? joke!,5
course packaging appeal grown-ups kids alike.,6
"right, he's coming. he's coming!",0
idea sexy talk?,5
"well i’m, i’m little slow. children would be.",6
well,6
"yes, i'm familiar concept. look it.",6
"gotta make sure paolo walks there, first guy rachel sees you, gotta know everything he's not!",0
"hello rachel, uh, got minute?",6
smell bother you?,4
you’re mean old woman.,3
quarter.,6
think? blue shirt.,6
"if-if i’m person appreciation sanctity written word, i’ll go defend myself!",3
yeah baby!,0
i’m sorry.,6
not.,6
"uh, she’s me. dr. drake remoray.",6
talked night realized reason angry still feelings there.,1
y'know marcel?,6
what?,5
j c’s.,1
haven't... even thought results yet... assumed everything gonna ok.,0
"oh, came ross!",5
didn't!,0
"you’ll pardon roommate, wanted marry this.",6
"okay. okay. okay. joey,",6
"i'm crazy, right? mean, never like that.",5
"understood. so, what’d say back then?",6
"okay, get rid dirty diaper leslie, i’ll set clean one.",6
it’s kind anniversary.,6
welcome.,6
oh. look making crap me. oh god!,1
"i-i-i course, responsibilities that.",6
"yeah, still wear underwear.",6
you’re welcome. i’m sorry. hurt you?,2
no!,3
"hey, uh, y'know there's something wanted talk about?",6
"nobody move! okay, look way; i'll look way!",3
"hey, listen, lady.......whoa.",5
yes! great! give cigs! give it! give it!,0
damn!,0
when?,3
"oh, george, baby, drop towel!",0
"yeah, save embarrassment umm, think maybe talk first.",6
"really, y’think so? don’t..",3
"get like, mental images brain, know, like elle macpherson, girl xerox place....",0
"listen uh, i’m y’know insecure manhood anything y’know, think need hook woman like right now.",6
"carol, kristin.",6
pheebs!!,0
oh god! it?,5
know time said.,0
oy!,6
"aww, like could hurt you. making fun size? make fun size!",5
"right, let's it!",0
"and-and promise, touch guitar say i'm ready.",6
keep pants way.,6
don’t laugh him!,3
no! never! never! bye.,3
"rachel, friend bad, bad, makes want put finger eye brain swirl around.",4
"what?! joey, don’t want go date pregnant lady.",5
"well, i'm keeping many things days, something bound slip out!",3
okay. ready push again?,6
"fine, you’re right.",6
"mean, get presents without talk people don’t even like!",0
think look fine.,6
apartment back!,0
eat they’re hot oven.,0
"yeah, it’s new building avenue a.",6
don’t know. cowboy theme?,6
"small puff air, come on!",3
chandler!! best taste men!,0
"wow! amazing. uh, really thought i’d talk more.",0
"oh, that's ross's.",6
he’s got bigger boat thinks take whole river.,4
i?ve got bad news.,1
isn't.,6
way go!,0
broken!,3
"wedding, it’s bad luck then.",6
shoot! we’re soda.,1
two people screwing want check out.,6
"rachel, it’s going happen. chandler gonna move here.",6
"he’s got something plastic lodged throat, we’ve got go hospital.",2
"oh god, look! that’s elizabeth!",5
yuh-huh!,3
"son born, there, know, instead stuck closet you.",3
"mean—no you, you, you—you",2
"oh god, that?",5
"hi. ohhh, got message.",6
second date!,0
good-bye muscles!!,0
don’t stop! move bowl away! ross could make shot!,3
what’s fish hooking?,5
not? don’t want alone! he’s sweet guy loves much.,1
work? mad? jack? yell?!,2
wanna right now?,6
oh is.,6
"whoa, whoa, whoa, poem you.",5
refill?,6
"smell joey’s? no, hardly smell here.",5
yeah.,6
hey bob.,6
"okay, it’s check. they’re saying health insurance expired because, didn’t work enough last year.",6
thing it’s kinda q.t.,6
"well, started building one. decided take next step.",6
"ok, wanna really sure time. andie mcdowell's girl",6
would've liked it.,1
"hey, father’s house that!",5
"wow! realize we've throwing ball, without dropping it, like hour?",5
stable boy never get princess??,1
fast wesley!,3
uh... know.,6
oh yeah? well maybe take walk bad neighborhood.,0
really?,5
"i, don’t know.",6
doesn’t matter nothing beats three six.,0
"nine months here, baby.",0
aren’t gonna go?,6
"hey, it’s thanksgiving too, y'know, instead watching football, could help.",3
"well, wanted thorough.",6
oh am!,0
"hello, chip.",6
wow! pretty good this! hey! totally forgot lunch!,5
great. he’s great. don’t worry chandler.,6
hey!,0
don’t need anybody else!,3
hi!,6
"i-i wanted apologise i—y’know seemed tad edgy yesterday shower. y’know it’s hormones, y’know.",1
"okay. he's cute, he's funny, he's-",6
creamier.,6
maybe could waiter. could use phone?,6
"umm, well sorta bad news, come in?",1
hey!,0
"ross, don’t tell them, will!",3
oh? not?,6
"y’know, there’s",6
hey.,6
"yeah, lot. lot, lot!",6
oh. ew! ew! ew! ugh! y’know what? weird.,4
page.,6
please turn off?,1
kidding?,5
ba dum bumb cheshhh!,0
oh...,6
wow! looks like got lot good stuff.,0
one hundred percent natural!,0
that’s-that’s great!,0
"oh well, sounds like family ready uh, rediscover scottish roots.",6
"see joe, that's parents told jump bed.",6
always knew liked him!,3
that’s cool.,6
tell that!! i'm stupider jane rogers!!,3
"seriously, moving!",5
no!,3
"leslie, would",1
"know, he’s charming, two start going out, it’s gonna make much harder hate him.",4
"so, hear, hate me!",3
"uh, may help you?",6
"ah, paolo, phoebe.",6
"well, let tell something... care it, care it!",3
get out!,3
yes! ben learned little trick.,3
"see later, gene.",6
noooo!!,6
job interview get ready for.,6
"sorry i'm late, left late.",6
asked him.,6
"well, y’know may relatives france would know. grandmother said got recipe grandmother, nesele tolouse.",6
"want me, i’ve never met guy.",5
know even here?,5
i'm gonna go kiss ben goodnight.,0
"yeah. either that, turned sent stripper.",6
"hey rach listen, matter guy says want know you’re gonna alone this.",0
right?,3
"hey, know phone's working?",5
": thank you, listen, thanks lot tribbiani,. oh god, look time, gotta catch bus ball.",0
also point person company’s transition kl-5 gr-6 system.,6
no.,6
"hey rach, feel like going convention?",6
wow thanks!,0
oh know other.,6
worked!,5
chef?,6
believe people put here!,3
"but, you’ve got things now, i.",1
really?!,5
"and, ah, know, fooling around her.",0
"well, send musical bug, op, already that.",6
"yes, saying actual words.",6
"no, no-n-n-n-no!!",2
"impressive resume, ms. green. especially like see implementing new filing system.",0
still wanna call ‘em? wanna call ‘em.,6
i’m guess i’m done whole dating thing.,1
"awww, y'know nickname is, mr. big",0
we’re good.,6
"y’know, twin stuff always real big seller.",6
"look, forget it, okay?",3
says there’s place go rent videos museums!,5
"and, end date, time, she-she said something was—if kidding funny.",6
no!,2
okay! come on! let's go! right!,0
"okay, i’m gonna one.",6
"knocked top scores, sad.",0
"funny, physically impossible!",3
"well ah,........y'know.",6
hi.,6
waving over.,0
hey!,5
call? you-you told sick right? always tell sick!,2
"know, like first time make dinner myself, carol left me?",6
"okay, think need shopping.",6
aw! mean,1
try feeding again.,6
"right, hold on!",6
yeah.,6
heck that?,5
"what, saw girl?",6
"get him! get him! get him! get- yesss! laughing now, ya pal!",3
no.,6
"can't belive it, i'm gonna aunt. i'm gonna like nephew.",0
oh really?!,5
wank!,3
crazy?! ross’s baby!,5
you’re big brother!,0
falling fast asleep.,6
"hi. umm, think there’s something really need talk about.",0
"oh, bet am!",0
uh-huh.,6
"oh! look that, time's up! turn!",0
"no, touched mine first!",3
hey mikey,6
"(singing, tune",0
oh god.,5
please. fault.,3
whose it?,6
oh wow!,5
okay.,6
hi.,6
right!,5
lamp?,5
oh god! oranges!,5
nice meet too.,6
joey! maternity pants!,5
can't believe i'm hearing this!,1
thanks lot.,6
key’s stuck lock.,6
david who?,6
"mean, y’know, i’m really comfortable dancing a— we-he!!",0
"oh, too.",0
oh okay. y’know what? careful. guy helping leave hurt back.,6
calm down? calm down? set woman i've dumped twice last five months!,3
"y’know tag, went office would see contracts sitting desk.",3
wait stole people’s wedding?,5
"hey, buddy.",6
"may to, hate it, i’m star!",3
"well okay, i’ll swing later. live building?",6
owe three pretty things.,6
go get ‘em treeger.,6
what’d rent?,6
"man, must cool remembering stuff like that! past life memories.",0
yeah know. isn’t great? one less person make small talk with.,0
"oh don’t worry, i’m really party girl.",6
"well yeah, don’t-don’t think it’s she?",6
ok. ok. phone finally paid off.,0
help you?!,3
hey.,6
"okay, you?",5
come on! you...,6
what?,6
well hang either.,0
tulsa heaven!,0
stole phone!,3
"ah, hey, oh, somebody’s phone, ‘bout glass wine fire, could get going again.",6
"joey, please don’t that. think it’s best forget it.",2
"yeah! also, little like french guy. never noticed before.",5
"i'm sorry just, phoebe always thought were, charming a, sexless kind way.",0
"no, that, mean, mindy?",6
"yeah, honey, miss this.",6
that's great.,0
i'm sorry! i'm sorry! i'm sorry! i'm sorry!,1
"mean, no, you’re right.",1
cut ross! hate save life kick ass day!,3
tickets please! that’s courtside baby!,0
"hey, chandler! here?",5
thing?,1
"sec, give minute wake this—ah-ha-ha!!",6
but... ehm...,6
wow! mike thing interesting! know what's gonna happen phoebe david.,5
what?,5
can’t ask people that? would ask people that?,3
"course! oh joey, ring i…it’s beautiful love it!",0
gotcha.,6
"nah ah! nah ah! no! ad-libbing dude, can't",3
"right, i’ll retract.",6
"oh, gotta get work. call later?",6
no!,0
there’s much pressure.,3
"well, that’s way goes.",6
"wear, i’m nervous.",2
five letters.,6
"yes, suppose dog. issac, see i-i happen girlfriend.",6
sorry.,6
"feel like i’ve conquered business world, feel like i’ve conquered intellectual world, i-i beautiful woman world.",3
"yes! yes, did.",1
"pizza, heh, like never before...ba dum bum cheshhh.",6
really?,5
"want talk bastard, see problem is.",3
"so, still don’t think i’m boyfriend material?",3
tell doctor jumping bed?,6
found fire alarm trash chute.,3
"hey, dinosaur guy, look you, sad. come dance.",6
"actually, i’m complement chef.",6
"oh. thank you. ohhh, thank much. oh, thank coming. uh, second!",0
oh god! bedroom eyes?! ever sleep me?,5
oh yeah! oh god!,5
"mean, well, 'cause growing up, know dad left, mother died, stepfather went jail, barely enough pieces parents make one whole one.",1
last paulo's grappa.,6
"right, first name speed dial mom.",6
know! know! totally freaked can’t find anywhere!,2
yes!,0
harder sounds. it?,6
oh fine.,6
nobody.,6
"fan, alright.",6
"oh, much fun!",0
"okay, ten seconds you’re gonna see kiss me.",0
"why, mom?",3
"julie’s cervix dilated seven centimeters, that’s four fingers. doctor let feel myself.",0
"no, loaner.",6
"pick one watch--have perfect, magical weekend together you.",3
"hey, when-when kicking? happened?",0
well! well! well! joey tribbiani! came back huh?,5
oh so-so really never.,6
damn! good cups!,0
he’s room 816.,6
"oww!!!! joey, kicked me.",5
decided go out-of-work actor business.,6
"hey-hey, y’know what?",3
"yeah, kidding, proves good come sex ross!",3
action!,6
"yeah, someone else meet, i-i can’t decide two them.",6
give every time fight someone never anyone longer than—ohhh!,3
didn’t!,3
"wh-which ah, ahh, okay.",6
okay.,6
right here. watch execute three ‘p’s championship play. power. precision. penache.,6
right.,6
see. considered therapy?,6
rach! hey! it’s fine! you’re joey’s!,0
told told us?,5
happened?,6
"oh. god, crazy chandler. spun me...off...the...bed!",0
"y’know, monica chandler married. ross rachel baby. maybe something.",6
"no, thank you.",6
hey! great advice joey thing!,0
"hi uh, i’m joey tribbiani respect i’d like donate fluids.",0
yeah know wanted ask you.,6
"hey, somebody wanna hand one tiles.",6
didn’t want to.,3
"think pictures—are, trying tell story?",6
what?!,5
"monica, number one, don’t think ben understands concept bribery, number two, i... what?!",5
"yeah, well excuse wanting girlfriend anniversary, boy ass i.",3
test?!!,5
yeah. could row like viking.,0
steel!,0
i'm outta here.,4
yeah.,6
"no, no, trust, me, it's, it's, much better know.",6
carol? oh.,5
where… see…a uh…a bunch uh…red spots.,6
"okay, quick painful.",6
"sick freak, that? can't believe crush you!",3
"although y’know, he-he’s private guy.",6
no!,1
"um, no.",2
hi.,6
"it’s hopeless! dr. stryker ramoray’s miracle worker. look, comes.",0
can't believe that!,5
"okay. well i’ll umm, i’ll home midnight.",6
"no-no, they're nice people.",6
"would basic ‘i fishhook eyebrow like it’ okay, let’s say i’ve gotten bad news, well try divide 232 13.",6
right. good night.,6
never let eat.,6
"know, best could get them.",6
mine stole newspaper! it’s like,3
"um-mm, yeah right!",0
"no, don’t want hit you.",6
nevermind!,3
"yeah know, figured shot y’know?",6
"walls pretty thin, guys!",3
happy?! i’m supposed vic? happy?,3
jason sissy!,3
"wow! explains much! last weekend, went store store sitting santa’s lap.",0
don’t pick phone.,6
"no, doesn’t.",6
think,6
swear i’ll really good job.,0
"no-no, heard said, funny.",6
don’t know tag! genitals make phone calls? okay? it’s perfect world! go please.,3
yes! said really mean things partly true.,1
"y'know what, it.",0
big apartment deal people coming time.,6
kidding.,5
"well, makes feel good.",0
hi. said yes.,6
don’t know you’d understand.,6
"know. know. but, please try again? huh? mean,",1
sure break really hurts?,6
"get around midnight, pick then?",6
you?,6
hey! hey!!,5
"mm, yum!",6
can't believe this! like worst night ever!,3
"yeah, umm that’s whitney, kyle’s ex-wife there, think y’know divert slip out?",6
you’re welcome.,6
"oh, busy, that's ok, i'll get it. anybody else want one?",6
"uh well umm…we’re place, y’know? we’re excited this.",6
oh!,5
"no! care hormones doing, going random guy!",4
"that’s it, feel rhythm. that’s better.",6
"right, i'm going. i'm going.",3
"so, don’t start okay?",6
"really?! well, it’s like everyone else’s apartment. it’s got rooms, walls, ceilings.",6
really.,0
"oh, god, it! call her! stop testosteroney!",3
promise.,6
"ross, say elevator here?",6
who’s elaine?,6
okay?,6
tell you’re getting iced tea?,1
"okay, know, know bed, woman.",0
"""wendy's!! """,3
"people knew wedding you, phoebe rachel, heldi, apparently band called starlight magic 7 available way!",1
"right, don’t waste it, mean still food.",6
maria?,6
bug you?,1
okay.,6
really?,6
hey!,0
wanna go bedroom? it’s little comfortable.,6
"oh wow, beautiful name! again?",0
anything i'm making look better!,0
"oh god, phoebe,",3
"y'know what, actually… okay, okay, okay, what's funny here?",6
hear out!,2
"hey, pheebs.",6
"well, here’s schedule what’s coming up.",6
"no, mean happy.",6
"""hi i’m rachel, sweater tight? no? oh, i’d better wash shrink it!""",3
think person know come from.,6
"oh well, timing better. putting fires place.",6
"okay, do.",6
sit down.,6
hi! nice meet you!,0
"yeah! fact, prove much mean me, here.",6
"return calls, sent back letters....",1
"yeah, well, you’re wrong! okay, you’re wrong.",3
here!,5
no-no-no-no! joke!,5
"didn’t even realise late was, noticed 5 o’clock shadow head.",6
